"","iphash","fingerprint","ipid","q","skip","type","ntrials","startweight","endweight","modeweight","len","unique.weights","time.trial"
"835","b1f12f7e72685c79564ea84d3eea92ea","c6a8ea49b857d33c743d7e1f8080bd54","24.21.154",2,0,"y",3,0.525,0,0.525,2,2,1
"836","b3c2ecbb22a3c6a3f6d0d51c0459bfc2","f1b3c51bbede9a1e292f2a20ae6c328a","75.170.255",0,0,"y",5,0,0.5,0,16,13,14.1833333333333
"837","b3c2ecbb22a3c6a3f6d0d51c0459bfc2","f1b3c51bbede9a1e292f2a20ae6c328a","75.170.255",1,0,"x",5,0.525,0.525,0.525,1,1,0
"838","b3c2ecbb22a3c6a3f6d0d51c0459bfc2","f1b3c51bbede9a1e292f2a20ae6c328a","75.170.255",2,0,"x",5,0.525,0.65,0.525,7,7,13
"839","b3c2ecbb22a3c6a3f6d0d51c0459bfc2","f1b3c51bbede9a1e292f2a20ae6c328a","75.170.255",3,0,"y",5,0.625,0.625,0.625,1,1,0
"840","b3c2ecbb22a3c6a3f6d0d51c0459bfc2","f1b3c51bbede9a1e292f2a20ae6c328a","75.170.255",4,0,"y",5,0.625,0.3,0.625,2,2,1
"841","b46d0a8339ef24c3bbe66129915cecd2","d3314e01e567ff879b5d6ac463c817e7","206.76.111",0,0,"x",3,0,0,0,49,24,1.11666666666667
"842","b46d0a8339ef24c3bbe66129915cecd2","d3314e01e567ff879b5d6ac463c817e7","206.76.111",1,0,"y",3,0,0.75,0,2,2,1
"843","b46d0a8339ef24c3bbe66129915cecd2","d3314e01e567ff879b5d6ac463c817e7","206.76.111",2,0,"x",3,0.75,0.9,0.75,12,11,10
"844","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",0,0,"x",102,0.75,0.625,0.775,23,15,1.18333333333333
"845","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",1,0,"y",102,0.625,0.0999999999999996,0.2,41,25,1.01666666666667
"846","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",2,0,"x",102,0.0999999999999996,0.0999999999999996,0.0999999999999996,14,6,7.12085648148148
"847","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",3,0,"y",102,0.0999999999999996,0.0999999999999996,0.0999999999999996,30,20,7.12087962962963
"848","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",4,0,"y",102,0.0999999999999996,0.25,0.25,91,39,1.98333333333333
"849","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",5,0,"y",102,0.25,0.0999999999999996,0.25,8,6,7.02037037037037
"850","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",6,0,"y",102,0.0999999999999996,0.2,0.0999999999999996,29,17,7.02042824074074
"851","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",7,0,"x",102,0.3,0.25,0.3,7,5,7.02001157407407
"852","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",8,0,"x",102,0.4,0.2,0.2,14,7,7.02011574074074
"853","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",9,0,"x",102,0.4,0.3,0.4,11,6,29
"854","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,0,"y",102,0.3,0.25,0.3,8,7,1.39138888888889
"855","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",11,0,"x",102,0.2,0.6,0.2,2,2,3
"856","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",12,0,"y",102,0.6,0.0999999999999996,0,11,7,13
"857","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",13,0,"x",102,0.0999999999999996,0.3,0.0999999999999996,2,2,3
"858","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",14,0,"x",102,0.3,0.7,0.7,6,5,24
"859","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",15,0,"y",102,0.7,0.2,0.7,5,5,12
"860","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",16,0,"x",102,0.2,0.55,0.2,2,2,2
"861","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",17,0,"x",102,0.55,0.35,0.55,5,5,14
"862","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",18,0,"y",102,0.35,0.2,0.35,12,10,41
"863","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",19,0,"y",102,0.2,0.0999999999999996,0.2,4,3,8
"864","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",20,0,"x",102,0.0999999999999996,0.75,0.0999999999999996,2,2,3
"865","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",21,0,"y",102,0.75,0.2,0.75,17,17,34
"866","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",22,0,"x",102,0.2,0.2,0.2,6,4,23
"867","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",23,0,"y",102,0.2,0.2,0.2,1,1,0
"868","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",24,0,"y",102,0.2,0.2,0.2,12,11,23
"869","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",25,0,"y",102,0.2,0.2,0.2,5,4,32
"870","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",26,0,"y",102,0.0999999999999996,0.2,0.0999999999999996,20,18,31
"871","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",27,0,"x",102,0.2,0.25,0.2,2,2,3
"872","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",28,0,"x",102,0.25,0.2,0.25,4,4,10
"873","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",29,0,"x",102,0.2,0.35,0.2,2,2,3
"874","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",30,0,"y",102,0.35,0.5,0.35,3,2,3
"875","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",0,0,"y",102,0,0.0999999999999996,0.0999999999999996,4,3,15
"876","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",1,0,"x",102,0.0999999999999996,0.75,0.0999999999999996,2,2,2
"877","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",4,0,"x",102,0.0999999999999996,0.55,0.0999999999999996,2,2,1
"878","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",9,0,"y",102,0.2,0.2,0.2,18,17,24
"879","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,0,"x",102,0.2,0.3,0.2,2,2,1
"880","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,1,"y",102,0.3,0.55,0.3,2,2,1
"881","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,2,"x",102,0.55,0.5,0.55,2,2,1
"882","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,3,"x",102,0.5,0.35,0.5,2,2,1
"883","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,4,"x",102,0.35,0.75,0.35,2,2,1
"884","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,5,"y",102,0.75,0.75,0.75,1,1,0
"885","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,6,"y",102,0.75,0.75,0.75,2,2,0
"886","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,7,"y",102,0.35,0.25,0.35,2,2,1
"887","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,8,"y",102,0.25,0.5,0.25,3,3,2
"888","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,9,"x",102,0.5,0.25,0.5,2,2,1
"889","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,10,"y",102,0.25,0,0.25,2,2,1
"890","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,11,"x",102,0,0,0,1,1,0
"891","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,12,"x",102,0,0.75,0,3,2,1
"892","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,13,"y",102,0,0,0,1,1,0
"893","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,14,"x",102,0,0,0,1,1,0
"894","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,15,"y",102,0,0,0,3,2,2
"895","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,16,"y",102,0,0,0,1,1,0
"896","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,17,"x",102,0,0,0,1,1,0
"897","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,18,"x",102,0,0,0,3,2,1
"898","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,19,"y",102,0,0.75,0,2,2,1
"899","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,20,"x",102,0.75,0.3,0.75,2,2,1
"900","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,21,"y",102,0.3,0.55,0.3,2,2,1
"901","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,22,"x",102,0.55,0.5,0.55,2,2,1
"902","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,23,"x",102,0.5,0.35,0.5,2,2,1
"903","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,24,"x",102,0.35,0.75,0.35,2,2,1
"904","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,25,"y",102,0.75,0.75,0.75,1,1,0
"905","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,26,"y",102,0.75,0.25,0.75,3,3,2
"906","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,27,"y",102,0.25,0.25,0.25,1,1,0
"907","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,28,"y",102,0.25,0.5,0.25,3,3,2
"908","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,29,"x",102,0.5,0.5,0.5,1,1,0
"909","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,30,"y",102,0.5,0.5,0.5,1,1,0
"910","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,31,"x",102,0.5,0.75,0.5,3,3,2
"911","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,32,"x",102,0.75,0.75,0.75,1,1,0
"912","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,33,"y",102,0.75,0.75,0.75,1,1,0
"913","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,34,"x",102,0.75,0.75,0.75,1,1,0
"914","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,35,"y",102,0.75,0.75,0.75,1,1,0
"915","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,36,"y",102,0.75,0.75,0.75,1,1,0
"916","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,37,"x",102,0.75,0.6,0.75,3,3,2
"917","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,38,"x",102,0.6,0.6,0.6,1,1,0
"918","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,39,"y",102,0.6,0.6,0.6,1,1,0
"919","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,40,"x",102,0.6,0.3,0.6,3,3,1
"920","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,41,"y",102,0.3,0.55,0.3,2,2,1
"921","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,42,"x",102,0.55,0.55,0.55,1,1,0
"922","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,43,"x",102,0.55,0.55,0.55,1,1,0
"923","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,44,"x",102,0.55,0.55,0.55,1,1,0
"924","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,45,"y",102,0.55,0.55,0.55,1,1,0
"925","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,46,"y",102,0.55,0.25,0.55,3,3,2
"926","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,47,"y",102,0.25,0.25,0.25,1,1,0
"927","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,48,"y",102,0.25,0.25,0.25,1,1,0
"928","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,49,"x",102,0.25,0.25,0.25,1,1,0
"929","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,50,"y",102,0.25,0,0.25,3,3,1
"930","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,51,"x",102,0,0.75,0,2,2,1
"931","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,52,"x",102,0.75,0.75,0.75,1,1,0
"932","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,53,"y",102,0.75,0.75,0.75,1,1,0
"933","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,54,"x",102,0.75,0.75,0.75,1,1,0
"934","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,55,"y",102,0.75,0,0.75,2,2,1
"935","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,56,"y",102,0,0,0,1,1,0
"936","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,57,"x",102,0,0,0,1,1,0
"937","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,58,"x",102,0,0,0,1,1,0
"938","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,59,"y",102,0,0,0,1,1,0
"939","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,60,"x",102,0,0.3,0,3,3,2
"940","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,61,"y",102,0.3,0.55,0.3,2,2,1
"941","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,62,"x",102,0.55,0.55,0.55,1,1,0
"942","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,63,"x",102,0.55,0.55,0.55,1,1,0
"943","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,64,"x",102,0.55,0.55,0.55,1,1,0
"944","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,65,"y",102,0.55,0.55,0.55,1,1,0
"945","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,66,"y",102,0.55,0.25,0.55,3,3,2
"946","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,67,"y",102,0.25,0.25,0.25,1,1,0
"947","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,68,"y",102,0.25,0.25,0.25,1,1,0
"948","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,69,"x",102,0.25,0.25,0.25,1,1,0
"949","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,70,"y",102,0.25,0.25,0.25,1,1,0
"950","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,71,"x",102,0.25,0.75,0.25,3,3,2
"951","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,72,"x",102,0.75,0.75,0.75,1,1,0
"952","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,73,"y",102,0.75,0.75,0.75,1,1,0
"953","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,74,"x",102,0.75,0.75,0.75,1,1,0
"954","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,75,"y",102,0.75,0.75,0.75,1,1,0
"955","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,76,"y",102,0.75,0.6,0.75,3,3,2
"956","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,77,"x",102,0.6,0.6,0.6,1,1,0
"957","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,78,"x",102,0.6,0.6,0.6,1,1,0
"958","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,79,"y",102,0.6,0.6,0.6,1,1,0
"959","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,80,"x",102,0.6,0.6,0.6,1,1,0
"960","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,81,"y",102,0.6,0.6,0.6,1,1,0
"961","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,82,"x",102,0.6,0.5,0.6,3,3,2
"962","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,83,"x",102,0.5,0.5,0.5,1,1,0
"963","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,84,"x",102,0.5,0.5,0.5,1,1,0
"964","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,85,"y",102,0.5,0.5,0.5,1,1,0
"965","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,86,"y",102,0.5,0.25,0.5,3,3,1
"966","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,87,"y",102,0.25,0.25,0.25,1,1,0
"967","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,88,"y",102,0.25,0.25,0.25,1,1,0
"968","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,89,"x",102,0.25,0.25,0.25,1,1,0
"969","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,90,"y",102,0.25,0,0.25,3,3,2
"970","b858ed907c846437af5cc76e55bc54ed","793fbaebcedece9171062f8c00e3c3d8","54.240.196",10,91,"x",102,0,0.75,0,2,2,1
"971","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",0,0,"x",22,0,0.95,0.95,37,30,1.16666666666667
"972","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",1,0,"y",22,0.95,0.9,0.95,10,6,33
"973","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",2,0,"y",22,0.9,0.8,0.9,4,4,29
"974","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",3,0,"x",22,0.8,0.8,0.8,1,1,0
"975","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",4,0,"x",22,0.8,0.6,0.8,14,14,33
"976","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",5,0,"y",22,0.6,0.7,0.6,5,5,9
"977","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",6,0,"x",22,0.7,0.6,0.7,6,6,13
"978","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",7,0,"x",22,0.6,0.5,0.6,5,5,9
"979","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",8,0,"y",22,0.5,0.55,0.5,12,11,20
"980","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",9,0,"x",22,0.55,0.55,0.55,9,8,36
"981","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",10,0,"x",22,0.55,0.75,0.55,2,2,1
"982","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",11,0,"y",22,0.75,0.6,0.75,11,11,18
"983","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",12,0,"y",22,0.6,0.75,0.6,2,2,1
"984","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",13,0,"y",22,0.75,0.65,0.75,11,11,18
"985","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",14,0,"y",22,0.65,0.625,0.65,5,5,7
"986","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",15,0,"x",22,0.625,0.675,0.625,3,3,7
"987","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",16,0,"y",22,0.675,0.575,0.675,5,5,9
"988","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",17,0,"y",22,0.575,0.525,0.575,7,7,16
"989","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",18,0,"x",22,0.525,0.675,0.525,5,5,11
"990","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",19,0,"x",22,0.675,0.5,0.675,6,6,8
"991","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",20,0,"x",22,0.5,0.575,0.5,13,12,27
"992","ba2e715bd583ddc60d62e2927bf3f371","88facf24cfa2fa5371b32b4c2598b634","65.110.254",21,0,"y",22,0.575,0.575,0.575,1,1,0
"993","bb07266b117cda0a9edd030909108eac","9e6d79a30e4282956d7b5495de075bf0","174.98.240",0,0,"x",1,0,0,0,1,1,0
"994","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",0,0,"x",13,0,0.25,0,52,35,1.06666666666667
"995","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",1,0,"y",13,0.25,0.45,0.25,6,6,17
"996","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",2,0,"x",13,0.5,-0.25,0.5,28,14,54
"997","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",3,0,"x",13,-0.25,0.4,0.4,8,6,32
"998","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",4,0,"y",13,0.4,0.575,0.4,3,3,12
"999","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",5,0,"x",13,0.575,0.575,0.575,1,1,0
"1000","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",6,0,"y",13,0.575,0.0999999999999996,0,7,6,18
"1001","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",7,0,"y",13,0.0999999999999996,0.25,0.0999999999999996,2,2,8
"1002","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",7,0,"x",13,0.3,0.2,0.3,3,3,15
"1003","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",8,0,"y",13,0.2,0,0,6,4,21
"1004","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",9,0,"y",13,0,0.55,0,4,4,24
"1005","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",10,0,"x",13,0.55,0.55,0.55,1,1,0
"1006","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",10,0,"y",13,0.525,0.55,0.525,4,3,20
"1007","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",11,0,"y",13,0.55,0.35,0.55,3,3,7
"1008","bd7b86d0bd6634a1b52890c4c641fb68","a96ccc07741b4834968def0358318626","71.75.207",12,0,"y",13,0.35,0.75,0.35,2,2,7
